cabinet,cabinet_number,cabinet_name,uniqueID,cabinet_from,cabinet_to,cabinet_comment
Chifley Ministry (ALP),2,"Chifley, JB",Chifley1885,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Chifley, JB",Chifley1885,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Evatt, HV",Evatt1894,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Holloway, EJ",Holloway1875,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Drakeford, AS",Drakeford1878,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Scully, WJ",Scully1890,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1946-11-01,1948-04-06,
Chifley Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1948-04-06,1949-12-19,
Chifley Ministry (ALP),,"Dedman, JJ",Dedman1896,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Ward, EJ",Ward1899,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Cameron, Senator D",Cameron1878,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Calwell, AA",Calwell1896,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Johnson, HV",Johnson1889,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"McKenna, Senator NE",McKenna1895,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Pollard, RT",Pollard1894,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Lemmon, N",Lemmon1908,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Armstrong, Senator JI",Armstrong1908,1946-11-01,1948-04-06,
Chifley Ministry (ALP),,"Armstrong, Senator JI",Armstrong1908,1948-04-06,1949-12-19,
Chifley Ministry (ALP),,"Chambers, C",Chambers1897,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Courtice, Senator B",Courtice1885,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Riordan, WJF",Riordan1908,1946-11-01,1949-12-19,
Chifley Ministry (ALP),,"Barnard, HC",Barnard1890,1946-11-01,1949-12-19,
Menzies Ministry (LIB-CP Coalition),2,"Menzies, RG",Menzies1894,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Fadden, AW (CP)",Fadden1894,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Harrison, EJ",Harrison1892,1949-12-19,1950-10-24,
Menzies Ministry (LIB-CP Coalition),,"McBride, PAM",McBride1892,1950-10-24,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Harrison, EJ",Harrison1892,1949-12-19,1950-03-17,
Menzies Ministry (LIB-CP Coalition),,"Holt, HE",Holt1908,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"McEwen, J (CP)",McEwen1900,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Spender, PC",Spender1897,1949-12-19,1951-04-26,
Menzies Ministry (LIB-CP Coalition),,"Casey, RG",Casey1890,1951-04-27,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Casey, RG",Casey1890,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Casey, RG",Casey1890,1949-12-19,1950-03-17,
Menzies Ministry (LIB-CP Coalition),,"Casey, RG",Casey1890,1950-03-17,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Casey, RG",Casey1890,1950-03-23,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Beale, OH",Beale1898,1950-03-17,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"McBride, PAM",McBride1892,1949-12-19,1950-10-24,
Menzies Ministry (LIB-CP Coalition),,"Harrison, EJ",Harrison1892,1950-10-24,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Page, ECG (CP)",Page1880,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"O'Sullivan, Senator N",OSullivan1900,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"McLeay, Senator G",McLeay1892,1949-12-19,1950-03-17,
Menzies Ministry (LIB-CP Coalition),,"McLeay, Senator G",McLeay1892,1950-03-17,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"White, TW",White1888,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Anthony, HL (CP)",Anthony1897,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Francis, J",Francis1890,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Spicer, Senator JA",Spicer1899,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Lyons, EM",Lyons1897,1949-12-19,1951-03-07,
Menzies Ministry (LIB-CP Coalition),,"Menzies, RG",Menzies1894,1951-03-07,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Spooner, Senator WH",Spooner1897,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Cooper, Senator WJ (CP)",Cooper1888,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Beale, OH",Beale1898,1949-12-19,1951-05-11,
Menzies Ministry (LIB-CP Coalition),,"Beale, OH",Beale1898,1949-12-19,1950-03-17,
Menzies Ministry (LIB-CP Coalition),3,"Menzies, RG",Menzies1894,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Fadden, AW (CP)",Fadden1894,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Harrison, EJ",Harrison1892,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Holt, HE",Holt1908,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"McEwen, J (CP)",McEwen1900,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Casey, RG",Casey1890,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"McBride, PAM",McBride1892,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"McBride, PAM",McBride1892,1951-05-11,1951-07-17,
Menzies Ministry (LIB-CP Coalition),,"McMahon, W",McMahon1908,1951-07-17,1954-07-09,
Menzies Ministry (LIB-CP Coalition),,"Francis, J",Francis1890,1954-07-09,1955-11-07,
Menzies Ministry (LIB-CP Coalition),,"Harrison, EJ",Harrison1892,1955-11-07,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Townley, AG",Townley1907,1954-07-09,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Page, ECG (CP)",Page1880,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"O'Sullivan, Senator N",OSullivan1900,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"McLeay, Senator G",McLeay1892,1951-05-11,1955-09-14,
Menzies Ministry (LIB-CP Coalition),,"Spicer, Senator JA",Spicer1899,1955-09-14,1955-09-27,
Menzies Ministry (LIB-CP Coalition),,"Paltridge, Senator SD",Paltridge1910,1955-09-27,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Anthony, HL (CP)",Anthony1897,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Anthony, HL (CP)",Anthony1897,1951-05-11,1954-07-09,
Menzies Ministry (LIB-CP Coalition),,"Francis, J",Francis1890,1951-05-11,1955-11-07,
Menzies Ministry (LIB-CP Coalition),,"Spicer, Senator JA",Spicer1899,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Spooner, Senator WH",Spooner1897,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Cooper, Senator WJ (CP)",Cooper1888,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Beale, OH",Beale1898,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Kent Hughes, WS",KentHughes1895,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Kent Hughes, WS",KentHughes1895,1951-05-11,1952-06-04,
Menzies Ministry (LIB-CP Coalition),,"Kent Hughes, WS",KentHughes1895,1952-06-04,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Townley, AG",Townley1907,1951-05-11,1954-07-09,
Menzies Ministry (LIB-CP Coalition),,"McMahon, W",McMahon1908,1954-07-09,1956-01-11,
Menzies Ministry (LIB-CP Coalition),,"Hasluck, PMC",Hasluck1905,1951-05-11,1956-01-11,
Menzies Ministry (LIB-CP Coalition),4,"Menzies, the Rt Hon. Robert Gordon, CH, QC",Menzies1894,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Fadden, the Rt Hon. Sir Arthur William, KCMG",Fadden1894,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Harrison, the Rt Hon. Sir Eric John, KCVO",Harrison1892,1956-01-11,1956-10-24,
Menzies Ministry (LIB-CP Coalition),,"Holt, the Rt Hon. Harold Edward",Holt1908,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Casey, the Rt Hon. Richard Gardiner, CH, DSO, MC",Casey1890,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"McBride, the Hon. Sir Philip Albert Martin, KCMG",McBride1892,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"O'Sullivan, Senator the Hon. Neil",OSullivan1900,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Spicer, Senator the Hon. John Armstrong, QC",Spicer1899,1956-01-11,1956-08-14,
Menzies Ministry (LIB-CP Coalition),,"Spooner, Senator the Hon. William Henry, MM",Spooner1897,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Townley, the Hon. Athol Gordon",Townley1907,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Hasluck, the Hon. Paul Meernaa Caedwalla",Hasluck1905,1956-01-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Beale, the Hon. Howard, QC",Beale1934,1956-10-24,1958-02-10,
Menzies Ministry (LIB-CP Coalition),,"McMahon, the Hon. William",McMahon1908,1956-10-18,1958-12-10,
Menzies Ministry (LIB-CP Coalition),,"Paltridge, Senator the Hon. Shane Dunne",Paltridge1910,1958-02-11,1958-12-10,
Menzies Ministry (LIB-CP Coalition),5,"Menzies, the Rt Hon. Sir Robert Gordon, KT, CH, QC",Menzies1894,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Holt, the Rt Hon. Harold Edward",Holt1908,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Casey, the Rt Hon. Richard Gardiner, CH, DSO, MC",Casey1890,1958-12-10,1960-02-04,
Menzies Ministry (LIB-CP Coalition),,"Spooner, Senator the Hon. William Henry, MM",Spooner1897,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Townley, the Hon. Athol Gordon",Townley1907,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Hasluck, the Hon. Paul Meernaa Caedwalla",Hasluck1905,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"McMahon, the Hon. William",McMahon1908,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Paltridge, Senator the Hon. Shane Dunne",Paltridge1910,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Davidson, the Hon. Charles William, OBE",Davidson1897,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Downer, the Hon. Alexander Russell",Downer1910,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Barwick, the Hon. Sir Garfield Edward John, QC",Barwick1903,1958-12-10,1963-12-18,
Menzies Ministry (LIB-CP Coalition),,"Adermann, the Hon. Charles Frederick",Adermann1896,1960-02-04,1963-12-18,
Menzies Ministry (LIB-CP Coalition),6,"Menzies, the Rt Hon. Sir Robert Gordon, KT, CH, QC",Menzies1894,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Holt, the Rt Hon. Harold Edward",Holt1908,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Spooner, Senator the Hon. Sir William Henry, KCMG, MM",Spooner1897,1963-12-18,1964-06-10,
Menzies Ministry (LIB-CP Coalition),,"Hasluck, the Hon. Paul Meernaa Caedwalla",Hasluck1905,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"McMahon, the Hon. William",McMahon1908,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Barwick, the Hon. Sir Garfield Edward John, GCMG, QC",Barwick1903,1963-12-18,1964-04-23,
Menzies Ministry (LIB-CP Coalition),,"Adermann, the Hon. Charles Frederick",Adermann1896,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Paltridge, Senator the Hon. Shane Dunne",Paltridge1910,1963-12-18,1966-01-19,
Menzies Ministry (LIB-CP Coalition),,"Wade, Senator the Hon. Harrie Walter",Wade1905,1963-12-18,1964-11-18,
Menzies Ministry (LIB-CP Coalition),,"Fairhall, the Hon. Allen",Fairhall1909,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Henty, Senator the Hon. Norman Henry Denham",Henty1903,1963-12-18,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1964-06-13,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1964-06-13,1966-01-26,
Menzies Ministry (LIB-CP Coalition),,"Barnes, the Hon. Charles Edward",Barnes1901,1965-08-13,1966-01-26,
Holt Ministry (LIB-CP Coalition),1,"Holt, the Rt Hon. Harold Edward",Holt1908,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"McMahon, the Hon. William",McMahon1908,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",Hasluck1905,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Adermann, the Hon. Charles Frederick",Adermann1896,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Fairhall, the Hon. Allen",Fairhall1909,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Henty, Senator the Hon. Norman Henry Denham",Henty1903,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Barnes, the Hon. Charles Edward",Barnes1901,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Gorton, Senator the Hon. John Grey",Gorton1911,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1966-01-26,1966-12-14,
Holt Ministry (LIB-CP Coalition),2,"Holt, the Rt Hon. Harold Edward",Holt1908,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"McMahon, the Rt Hon. William",McMahon1908,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",Hasluck1905,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Fairhall, the Hon. Allen",Fairhall1909,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Anthony, the Hon. John Douglas",Anthony1929,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Henty, Senator the Hon. Norman Henry Denham",Henty1903,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Adermann, the Rt Hon. Charles Frederick",Adermann1896,1966-12-14,1967-10-16,
Holt Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Gorton, Senator the Hon. John Grey",Gorton1911,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1966-12-14,1967-12-19,
Holt Ministry (LIB-CP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1967-10-16,1967-12-19,
McEwen Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"McMahon, the Rt Hon. William",McMahon1908,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",Hasluck1905,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Fairhall, the Hon. Allen",Fairhall1909,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Anthony, the Hon. John Douglas",Anthony1929,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Henty, Senator the Hon. Norman Henry Denham",Henty1903,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Gorton, Senator the Hon. John Grey",Gorton1911,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1967-12-19,1968-01-10,
McEwen Ministry (LIB-CP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1967-12-19,1968-01-10,
Gorton Ministry (LIB-CP Coalition),1,"Gorton, the Rt Hon. John Grey",Gorton1911,1968-01-10,1968-02-28,"Following the disappearance of Prime Minister Holt on 17.12.1967, the Liberal Party chose Senator Gorton as its leader, and he was sworn in as Prime Minister on 10.1.1968. Prime Minister Gorton resigned his Senate seat on 1.2.1968, in order to seek election to the House of Representatives. Between 1.2.1968 and his election for the Division of Higgins on 24.2.1968, Mr Gorton was a member of neither House but, as permitted by the Constitution, was able to remain Prime Minister."
Gorton Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"McMahon, the Rt Hon. William",McMahon1908,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",Hasluck1905,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Fairhall, the Hon. Allen",Fairhall1909,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Anthony, the Hon. John Douglas",Anthony1929,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Henty, Senator the Hon. Norman Henry Denham",Henty1903,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1968-01-10,1968-02-28,
Gorton Ministry (LIB-CP Coalition),,"Gorton, the Rt Hon. John Grey",Gorton1911,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"McMahon, the Rt Hon. William",McMahon1908,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",Hasluck1905,1968-02-28,1969-02-11,
Gorton Ministry (LIB-CP Coalition),,"Freeth, the Hon. Gordon",Freeth1914,1969-02-11,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Fairhall, the Hon. Allen",Fairhall1909,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Anthony, the Hon. John Douglas",Anthony1929,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Anderson, the Hon. Kenneth McColl",Anderson1909,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),,"Fraser, the Hon. John Malcolm",Fraser1930,1968-02-28,1969-11-12,
Gorton Ministry (LIB-CP Coalition),2,"Gorton, the Rt Hon. John Grey",Gorton1911,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"McEwen, the Rt Hon. John",McEwen1900,1969-11-12,1971-02-05,
Gorton Ministry (LIB-CP Coalition),,"McMahon, the Rt Hon. William",McMahon1908,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Anthony, the Rt Hon. John Douglas",Anthony1929,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Hulme, the Hon. Alan Shallcross",Hulme1907,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Anderson, Senator the Hon. Kenneth McColl",Anderson1909,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Fraser, the Hon. John Malcolm",Fraser1930,1969-11-12,1971-03-08,
Gorton Ministry (LIB-CP Coalition),,"Swartz, the Hon. Reginald William Colin",Swartz1911,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Snedden, the Hon. Billy Mackie, QC",Snedden1926,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Bowen, the Hon. Nigel Hubert, QC",Bowen1911,1969-11-12,1971-03-10,
Gorton Ministry (LIB-CP Coalition),,"Nixon, the Hon. Peter James",Nixon1928,1969-11-12,1971-03-10,
McMahon Ministry (LIB-CP Coalition),,"McMahon, the Rt Hon. William",McMahon1908,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Anthony, the Rt Hon. John Douglas",Anthony1929,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Gorton, the Rt Hon. John Grey, CH",Gorton1911,1971-03-10,1971-08-13,
McMahon Ministry (LIB-CP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Anderson, Senator the Hon. Sir Kenneth McColl, KBE",Anderson1909,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Swartz, the Hon. Sir Reginald William Colin, KBE, ED",Swartz1911,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Snedden, the Rt Hon. Billy Mackie, QC",Snedden1926,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Bowen, the Hon. Nigel Hubert, QC",Bowen1911,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Fairbairn, the Hon. David Eric, DFC",Fairbairn1917,1971-03-22,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Hulme, the Hon. Sir Alan Shallcross, KBE",Hulme1907,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Bury, the Hon. Leslie Harry Ernest",Bury1913,1971-03-10,1971-08-02,
McMahon Ministry (LIB-CP Coalition),,"Nixon, the Hon. Peter James",Nixon1928,1971-03-10,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Lynch, the Hon. Phillip Reginald",Lynch1933,1971-03-22,1972-12-05,
McMahon Ministry (LIB-CP Coalition),,"Fraser, the Hon. John Malcolm",Fraser1930,1971-08-20,1972-12-05,
Whitlam Ministry (ALP),,"Whitlam, EG",Whitlam1916,1972-12-05,1972-12-19,"On 5.12.1972, following the general election on 2.12.1972, the Governor-General called upon the Parliamentary Leader of the Australian Labor Party, Mr EG Whitlam, to form a government. Mr Whitlam was sworn in as Prime Minister and the Deputy Parliamentary Leader of the Australian Labor Party, Mr LH Barnard, was sworn in as Deputy Prime Minister. Pending a meeting of the Parliamentary Caucus of the ALP to elect the full ministry, an interim ministry was formed with Mr Whitlam and Mr Barnard sharing between them the administration of the various government departments."
Whitlam Ministry (ALP),,"Whitlam, EG",Whitlam1916,1972-12-05,1972-12-19,
Whitlam Ministry (ALP),,"Barnard, LH",Barnard1919,1972-12-05,1972-12-19,
Whitlam Ministry (ALP),,"Whitlam, EG",Whitlam1916,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Barnard, LH",Barnard1919,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Barnard, LH",Barnard1919,1972-12-19,1973-11-30,
Whitlam Ministry (ALP),,"Barnard, LH",Barnard1919,1972-12-19,1973-10-09,
Whitlam Ministry (ALP),,"Enderby, KE",Enderby1926,1973-10-09,1974-06-12,
Whitlam Ministry (ALP),,"Whitlam, EG",Whitlam1916,1972-12-19,1973-11-06,
Whitlam Ministry (ALP),,"Willesee, Senator DR",Willesee1916,1973-11-06,1974-06-12,
Whitlam Ministry (ALP),,"Cairns, JF",Cairns1914,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Cairns, JF",Cairns1914,1972-12-19,1973-10-09,
Whitlam Ministry (ALP),,"Hayden, WG",Hayden1933,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Crean, F",Crean1916,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Murphy, Senator LK",Murphy1922,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Willesee, Senator DR",Willesee1916,1972-12-19,1973-11-30,
Whitlam Ministry (ALP),,"Bowen, LF",Bowen1922,1973-11-30,1974-06-12,
Whitlam Ministry (ALP),,"Stewart, FE",Stewart1923,1973-11-30,1974-06-12,
Whitlam Ministry (ALP),,"McClelland, Senator D",McClelland1926,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Patterson, RA",Patterson1927,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Bishop, Senator R",Bishop1913,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Daly, FMD",Daly1912,1972-12-19,1974-06-12,
