unique_ID,hansardID,surname,allOtherNames,firstName,commonName,displayName,earlierOrLaterNames,title,gender,birthDate,birthYear,deathDate,comments,wikipedia,adb
Howe1861,KHU,Howe,Robert,Robert,,,,,male,,1861,1915-04-02,,,
Howroyd1867,KHW,Howroyd,Charles Richard,Charles,,,,,male,1867-02-25,,1917-05-10,,,
Howse1913,KHY,Howse,John Brooke,John,,,,,male,1913-10-10,,2002-07-11,,,
Howse1863,KI7,Howse,Neville Reginald,Neville,,,,Sir,male,1863-10-26,,1930-09-19,,,
Howson1919,0095J,Howson,Peter,Peter,,,,,male,1919-05-22,,2009-02-01,,,
Hughes1923,IIS,Hughes,Thomas Eyre Forrest,Thomas,Tom,,,,male,1923-11-26,,,,,
Hughes1862,DQC,Hughes,William Morris,William,Billy,,,,male,1862-09-25,,1952-10-28,,,
Hull1954,83O,Hull,Kay Elizabeth,Kay,,,,,female,1954-02-03,,,,https://en.wikipedia.org/wiki/Kay_Hull,
Hulls1957,TT4,Hulls,Rob Justin,Rob,,,,,male,1957-01-23,,,,,
Hulme1907,KIF,Hulme,Alan Shallcross,Alan,,,Later Sir Alan,,male,1907-02-14,,1989-10-09,,,
Humphreys1934,FH4,Humphreys,Benjamin Charles,Benjamin,Ben,,,,male,1934-08-17,,,,,
Hunt1965,00AMV,Hunt,Gregory Andrew,Gregory,,,,,male,1965-11-18,,,,,
Hunt1928,GH4,Hunt,Ralph James Dunnet,Ralph,,,,,male,1928-03-31,,2011-05-21,,,
Hunter1882,KIO,Hunter,James Aitchison Johnston,James,,,,,male,,1882,1968-10-26,,,
Hurford1931,AV4,Hurford,Christopher John,Christopher,Chris,,,,male,1931-07-30,,,,,
Hurry1868,KIR,Hurry,Geoffry,Geoffry,,,,,male,1868-09-15,,1951-02-07,,,
Husar1980,263328,Husar,Emma,Emma,,,,,female,1980-04-20,,,,,
Husic1970,91219,Husic,Edham Nurredin,Edham,Ed,,,,male,1970-02-03,,,,https://en.wikipedia.org/wiki/Ed_Husic,
Hutchin1887,KIU,Hutchin,Arthur William,Arthur,,,,,male,1887-03-03,,1965-06-12,,,
Hutchinson1965,212585,Hutchinson,Eric Russell,Eric,,,,,male,1965-06-19,,,,,
Hutchinson1904,KIX,Hutchinson,William Joseph,William,,,,,male,1904-01-07,,1967-09-29,,,
Hutchison1859,KJ8,Hutchison,James,James,,,,,male,1859-04-20,,1909-12-06,,,
Hyde1936,9W4,Hyde,John Martin,John,,,,,male,1936-02-02,,,,,
Innes1925,KJA,Innes,Urquhart Edward,Urquhart,Ted,,,,male,1925-02-12,,2010-05-28,,https://en.wikipedia.org/wiki/Ted_Innes,
Irons1958,HYM,Irons,Stephen James,Stephen,,,,,male,1958-09-01,,,,,
Irvine1857,KJC,Irvine,Hans William Henry,Hans,,,,,male,,1857,1922-07-11,,,
Irvine1858,KJE,Irvine,William Hill,William,,,Later Sir William,,male,1858-07-06,,1943-08-20,,,
Irwin1951,83Z,Irwin,Julia Claire,Julia,,,,,female,1951-11-08,,,,,
Irwin1898,KJG,Irwin,Leslie Herbert,Leslie,,,,,male,1898-05-01,,1985-01-28,,,
Isaacs1855,KJI,Isaacs,Isaac Alfred,Isaac,,,,,male,1855-08-06,,1948-02-11,,,
Jack1892,KJK,Jack,William Mathers,William,,,,,male,1892-05-01,,1982-09-14,,,
Jackson1889,KJM,Jackson,David Sydney,David,,,,,male,1889-06-06,,1941-02-28,,,
Jackson1962,00AN2,Jackson,Sharryn Maree,Sharryn,,,,,female,1962-02-12,,,,,
Jacobi1928,CV4,Jacobi,Ralph,Ralph,,,,,male,1928-12-04,,2002-01-15,,,
Jakobsen1947,0E4,Jakobsen,Carolyn Anne,Carolyn,,,,,female,1947-09-11,,,,,
James1914,KJO,James,Albert William,Albert,,,,,male,1914-09-22,,2006-09-30,,,
James1885,KJQ,James,Rowland,Rowland,,,,,male,1885-06-14,,1962-07-04,,,
Jarman1923,KJU,Jarman,Alan William,Alan,,,,,male,1923-07-22,,1992-11-14,,,
Jeanes1958,EK6,Jeanes,Susan Barbara,Susan,,,,,female,1958-02-24,,,,,
Jenkins1925,DRW,Jenkins,Henry Alfred,Henry,Harry,,,Dr,male,1925-09-24,,2004-07-27,,https://en.wikipedia.org/wiki/Harry_Jenkins_Sr.,
Jenkins1952,HH4,Jenkins,Henry Alfred,Henry,Harry,,,,male,1952-08-18,,,,,
Jennings1878,KK7,Jennings,John Thomas,John,,,,,male,1878-12-19,,1968-12-20,,,
Jensen1962,DYN,Jensen,Dennis Geoffrey,Dennis,,,,,male,1962-02-28,,,,,
Jensen1865,KK9,Jensen,Jens August,Jens,,,,,male,,1865,1936-11-16,,,
Jess1922,KKB,Jess,John David,John,,,,,male,1922-04-15,,2003-10-18,,,
Jessop1927,KKD,Jessop,Donald Scott,Donald,Don,,,,male,1927-06-21,,2018-05-21,,,
Johns1952,JH4,Johns,Gary Thomas,Gary,,,,,male,1952-08-29,,,,,
Johnson1889,K9G,Johnson,Herbert Victor,Herbert,,,,,male,1889-10-25,,1962-07-10,,,
Johnson1929,K9J,Johnson,Leonard Keith,Leonard,,,,,male,1929-03-28,,1995-09-24,,,
Johnson1924,K9M,Johnson,Leslie Royston,Leslie,Les,,,,male,1924-11-22,,2015-05-26,,https://en.wikipedia.org/wiki/Les_Johnson,
Johnson1970,00AMX,Johnson,Michael Andrew,Michael,,,,,male,1970-01-31,,,,,
Johnson1943,K9O,Johnson,Peter Francis,Peter,,,,,male,1943-08-27,,,,,
Johnson1862,K99,Johnson,William Elliot,William,Elliot,,Later Sir Elliot,,male,1862-04-10,,1932-12-08,,,
Johnson1871,K9R,Johnson,William James,William,,,,,male,,1871,1916-07-30,,,
Johnston1930,K9V,Johnston,James Roger,James,,,,,male,1930-06-18,,,,,
Johnston1943,NL6,Johnston,Ricky,Ricky,,,,,female,1943-09-29,,,,https://en.wikipedia.org/wiki/Ricky_Johnston,
Jolley1874,KA7,Jolley,Edward Francis George,Edward,,,,,male,,1874,1915-01-01,,,
Jolly1882,KA9,Jolly,William Alfred,William,,,,,male,1882-09-11,,1955-05-30,,,
Jones1944,KAB,Jones,Andrew Thomas,Andrew,,,,,male,1944-05-26,,,,,
Jones1932,LH4,Jones,Barry Owen,Barry,,,,,male,1932-10-11,,,,,
Jones1917,KDV,Jones,Charles Keith,Charles,,,,,male,1917-09-12,,2003-08-07,,,
Jones1960,96430,Jones,Ewen Thomas,Ewen,,,,,male,1960-03-07,,,,,
Jones1878,KDW,Jones,Paul,Paul,,,,,male,,1878,1972-12-27,,,
Jones1965,A9B,Jones,Stephen Patrick,Stephen,,,,,male,1965-06-29,,,,https://en.wikipedia.org/wiki/Stephen_Jones_(Australian_politician),
Joshua1906,KDX,Joshua,Robert,Robert,,,,,male,,1906,1970-06-02,,,
Joske1895,KDY,Joske,Percy Ernest,Percy,,,,,male,1895-10-05,,1981-04-25,,,
Jowett1858,KDZ,Jowett,Edmund,Edmund,,,,,male,1858-01-06,,1936-04-14,,,
Joyce1967,E5D,Joyce,Barnaby Thomas Gerard,Barnaby,,,,,male,1967-04-17,,,,,
Jull1944,MH4,Jull,David Francis,David,,,,,male,1944-10-04,,2011-09-13,,,
Katter1945,HX4,Katter,Robert Carl,Robert,Bob,,,,male,1945-05-22,,,,,
Katter1918,1V5,Katter,Robert Cummin,Robert,Bob,,,,male,1918-09-05,,1990-03-18,,,
Keane1882,KE4,Keane,Richard Valentine,Richard,,,,,male,,1882,1946-04-26,,,
Kearney1963,LTU,Kearney,Gerardine,Gerardine,Ged,,,,female,1963-10-29,,,,https://en.wikipedia.org/wiki/Ged_Kearney,
Kearney1903,KE7,Kearney,Victor Dennis,Victor,,,,,male,1903-12-10,,1982-01-21,,,
Keating1944,NH4,Keating,Paul John,Paul,,,,,male,1944-01-18,,,,,
Keay1975,262273,Keay,Justine Terri,Justine,,,,,female,1975-03-18,,,,,
Keenan1972,E0J,Keenan,Michael Fayat,Michael,,,,,male,1972-03-19,,,,https://en.wikipedia.org/wiki/Michael_Keenan,
Kekwick1910,KE8,Kekwick,Bruce Huntley,Bruce,,,,,male,1910-04-24,,1982-02-02,,,
Kelly1912,009MM,Kelly,Charles Robert,Charles,Bert,,,,male,1912-06-22,,1997-01-17,,https://en.wikipedia.org/wiki/Bert_Kelly,
Kelly1963,99931,Kelly,Craig,Craig,,,,,male,1963-09-29,,,,,
Kelly1954,FK6,Kelly,De-Anne Margaret,De-Anne,,,,,female,1954-03-21,,,,,
Kelly1964,GK6,Kelly,Jacqueline Marie,Jacqueline,Jackie,,,,female,1964-02-18,,,,,
Kelly1960,HRI,Kelly,Michael Joseph,Michael,,,,,male,1960-02-23,,,,,
Kelly1948,OH4,Kelly,Roslyn Joan,Roslyn,Ros,,,,female,1948-01-25,,,,,
Kelly1877,KEA,Kelly,William Henry,William,,,,,male,1877-12-01,,1960-01-27,,,
Kemp1941,BT4,Kemp,David Alistair,David,,,,,male,1941-10-14,,,,,
Kendell1851,KEB,Kendell,William,William,,,,,male,,1851,1922-10-20,,,
Kennedy1940,KEC,Kennedy,Andrew David,Andrew,,,,,male,1940-03-20,,,,,
Kennedy1860,KED,Kennedy,Thomas,Thomas,,,,,male,,1860,1929-02-16,,,
Kent Hughes1895,KEE,Kent Hughes,Wilfrid Selwyn,Wilfrid,,,Later Sir Wilfrid,,male,1895-06-12,,1970-07-31,,,
Kent1927,PH4,Kent,Lewis,Lewis,,,,,male,1927-09-08,,2014-06-22,,,
Keogh1931,KEI,Keogh,Leonard Joseph,Leonard,,,,,male,1931-06-02,,2007-10-10,,,
Keogh1981,249147,Keogh,Matthew James,Matthew,,,,,male,1981-11-11,,,,,
Keon1915,KEJ,Keon,Standish Michael,Standish,,,,,male,1915-07-02,,1987-01-22,,,
Kerby1885,KEK,Kerby,Edwin Thomas John,Edwin,,,,,male,1885-04-12,,1971-07-05,,,
Kerin1937,QH4,Kerin,John Charles,John,,,,,male,1937-11-21,,,,,
Kernot1948,XW4,Kernot,Cheryl,Cheryl,,,,,female,1948-12-05,,,,,
Kerr1952,RH4,Kerr,Duncan James Colquhoun,Duncan,,,,,male,1952-02-26,,,,,
Khalil1973,101351,Khalil,Peter,Peter,,,,,male,1973-03-23,,,,,
Killen1925,4U4,Killen,Denis James,Denis,James,,Later Sir James,,male,1925-11-23,,2007-01-12,,,
Killen1860,KEQ,Killen,William Wilson,William,,,,,male,,1860,1939-02-20,,,
King1966,00AMR,King,Catherine Fiona,Catherine,,,,,female,1966-06-02,,,,,
King1973,102376,King,Madeleine Mary Harvie,Madeleine,,,,,female,1973-03-31,,,,,
King1952,00AMQ,King,Peter Edward,Peter,,,,,male,1952-06-29,,,,,
King1920,KET,King,Robert Shannon,Robert,,,,,male,1920-03-22,,1991-06-30,,,
Kingston1850,KEW,Kingston,Charles Cameron,Charles,,,,,male,1850-10-22,,1908-05-11,,,
Kirwan1937,KGN,Kirwan,Frank McLeod,Frank,,,,,male,1937-10-23,,1976-10-28,,,
Kirwan1869,KYR,Kirwan,John Waters,John,,,,,male,1869-12-02,,1949-09-09,,,
Klugman1924,SH4,Klugman,Richard Emanuel,Richard,Dick,,,,male,1924-01-18,,2011-02-21,,,
Knott1956,GV5,Knott,Peter John,Peter,,,,,male,1956-08-08,,2015-10-29,,https://en.wikipedia.org/wiki/Peter_Knott,
Knox1850,KYT,Knox,William,William,,,,,male,1850-04-25,,1913-08-25,,,
Lacey1887,KZ6,Lacey,Andrew William,Andrew,,,,,male,1887-10-09,,1946-08-24,,,
Lamb1939,JG4,Lamb,Antony Hamilton,Antony,Tony,,,,male,1939-03-07,,,,,
Lamb1972,265975,Lamb,Susan,Susan,,,,,female,1972-03-23,,,,,
Lambert1885,KZ8,Lambert,William Henry,William,,,,,male,,1885,1928-09-06,,,
Laming1966,E0H,Laming,Andrew Charles,Andrew,,,,,male,1966-09-30,,,,,
Lamond1865,KZC,Lamond,Hector,Hector,,,,,male,1865-10-31,,1947-04-22,,,
Landry1962,249764,Landry,Michelle Leanne,Michelle,,,,,female,1962-10-15,,,,,
Lane1873,KZF,Lane,Albert,Albert,,,,,male,,1873,1950-12-29,,,
Lang1876,KZJ,Lang,John Thomas,John,Jack,,,,male,1876-12-21,,1975-09-27,,,
Langmore1939,KG4,Langmore,John Vance,John,,,,,male,1939-09-03,,,,,
Langtry1880,KZN,Langtry,Joseph Ignatius,Joseph,,,,,male,1880-09-02,,1951-04-30,,,
Latham1877,KZO,Latham,John Greig,John,,,,,male,1877-08-25,,1964-07-25,,,
Latham1961,K26,Latham,Mark William,Mark,,,,,male,1961-02-28,,,,,
Laundy1971,247130,Laundy,Craig Arthur Samuel,Craig,,,,,male,1971-02-16,,,,,
Lavarch1961,LG4,Lavarch,Michael Hugh,Michael,,,,,male,1961-06-08,,,,,
Lavelle1887,KZU,Lavelle,Thomas James,Thomas,,,,,male,1887-12-02,,1944-05-24,,,
Lawler1961,834,Lawler,Anthony John,Anthony,,,,,male,1961-10-18,,,,,
Lawrence1948,XS4,Lawrence,Carmen Mary,Carmen,,,,,female,1948-03-02,,,,,
Lawrence1906,KZW,Lawrence,William Robert,William,,,,,male,1906-07-28,,2004-01-13,,,
Lawson1880,KZX,Lawson,George,George,,,,,male,1880-08-14,,1966-11-25,,,
Lawson1897,KZZ,Lawson,John Norman,John,,,,,male,,1897,1956-08-14,,,
Lazzarini1894,L07,Lazzarini,Hubert Peter,Hubert,,,,,male,1894-09-08,,1952-10-01,,,
Leckie1872,KR9,Leckie,John William,John,,,,,male,,1872,1947-09-25,,,
Lee1856,L0R,Lee,Henry William,Henry,,,,,male,,1856,1927-08-12,,,
Lee1920,L0U,Lee,Mervyn William,Mervyn,,,,,male,1920-08-18,,2009-12-13,,,
Lee1957,MG4,Lee,Michael John,Michael,,,,,male,1957-03-24,,,,,
Leeser1976,109556,Leeser,Julian Martin,Julian,,,,,male,1976-05-25,,,,,
Leigh1972,BU8,Leigh,Andrew Keith,Andrew,,,,,male,1972-08-03,,,,,
Lemmon1908,L0X,Lemmon,Nelson,Nelson,,,,,male,1908-03-22,,1989-03-20,,,
Leslie1900,L19,Leslie,Hugh Alan,Hugh,,,,,male,1900-04-17,,1974-09-02,,,
Lewis1882,L1C,Lewis,Arthur,Arthur,,,,,male,1882-04-22,,1975-04-11,,,
Ley1961,00AMN,Ley,Sussan Penelope,Sussan,,,,,female,1961-12-14,,,,,
Ley1879,L1G,Ley,Thomas John,Thomas,,,,,male,1879-10-28,,1947-07-25,,,
Liddell1862,L1H,Liddell,Frank,Frank,,,,,male,1862-06-26,,1939-10-20,,,
Lieberman1938,XU5,Lieberman,Louis Stuart,Louis,,,,,male,1938-05-23,,,,,
Lindsay1942,OG4,Lindsay,Eamon John,Eamon,,,,,male,1942-12-19,,,,,
Lindsay1944,HK6,Lindsay,Peter John,Peter,,,,,male,1944-05-04,,,,,
Lindsay1905,L1I,Lindsay,Robert William Ludovic,Robert,,,,,male,1905-08-18,,2000-09-06,,,
Lister1875,L1J,Lister,John Henry,John,,,,,male,1875-05-13,,1935-10-04,,,
Littleproud1976,265585,Littleproud,David,David,,,,,male,1976-09-04,,,,,
Livermore1969,83A,Livermore,Kirsten Fiona,Kirsten,,,,,female,1969-11-10,,,,,
Livingston1856,KI9,Livingston,John,John,,,,,male,1856-03-24,,1935-09-04,,,
Lloyd1937,20000,Lloyd,Bruce,Bruce,,,,,male,1937-02-24,,,,,
Lloyd1954,IK6,Lloyd,James Eric,James,,,,,male,1954-07-17,,,,,
Long1885,KIB,Long,William John,William,,,,,male,1885-06-18,,1957-03-03,,,
Lonsdale1843,KIC,Lonsdale,Edmund,Edmund,,,,,male,,1843,1913-10-04,,,
Luchetti1904,KID,Luchetti,Anthony Sylvester,Anthony,,,,,male,1904-05-27,,1984-07-11,,,
Luck1900,KIE,Luck,Aubrey William George,Aubrey,,,,,male,1900-11-14,,1999-06-09,,https://en.wikipedia.org/wiki/Aubrey_Luck,
Lucock1916,KIH,Lucock,Philip Ernest,Philip,,,,,male,1916-01-16,,1996-08-08,,,
Lusher1945,KIK,Lusher,Stephen Augustus,Stephen,,,,,male,1945-10-18,,,,,
Lynch1862,KIL,Lynch,John,John,,,,,male,,1862,1941-06-15,,,
Lynch1933,KIM,Lynch,Phillip Reginald,Phillip,,,Later Sir Phillip,,male,1933-06-27,,1984-06-19,,,
Lyne1844,KIN,Lyne,William John,William,,,,Sir,male,1844-04-06,,1913-08-03,,,
Lyons1897,J7U,Lyons,Enid Muriel,Enid,,,,Dame,female,1897-07-09,,1981-09-02,,,
Lyons1953,M38,Lyons,Geoffrey Raymond,Geoffrey,,,,,male,1953-04-29,,,,,
Lyons1879,F4O,Lyons,Joseph Aloysius,Joseph,,,,,male,1879-09-15,,1939-04-07,,,
McArthur1937,VH4,McArthur,Fergus Stewart,Fergus,,,,,male,1937-10-27,,,,,
McBride1975,248353,McBride,Emma Margaret,Emma,,,,,female,1975-04-27,,,,,
McBride1892,KOL,McBride,Philip Albert Martin,Philip,,,Later Sir Philip,,male,1892-06-18,,1982-07-14,,,
McCall1908,KOQ,McCall,William Victor,William,,,,,male,1908-05-24,,1968-08-20,,,
McCay1864,KPM,McCay,James Whiteside,James,,,,,male,1864-12-21,,1930-10-01,,,
McClelland1875,KPN,McClelland,Hugh,Hugh,,,,,male,1875-12-27,,1958-12-14,,,
McClelland1958,JK6,McClelland,Robert Bruce,Robert,,,,,male,1958-01-26,,,,,
McColl1844,KQ4,McColl,James Hiers,James,,,,,male,1844-01-31,,1929-02-20,,,
McColm1914,KQJ,McColm,Malcolm Llewellyn,Malcolm,,,,,male,1914-06-25,,1966-05-02,,,
McCormack1964,219646,McCormack,Michael Francis,Michael,,,,,male,1964-08-02,,,,,
McDonald1888,KQK,McDonald,Allan McKenzie,Allan,,,,,male,1888-07-04,,1953-06-10,,,
McDonald1861,KQP,McDonald,Charles,Charles,,,,,male,1861-08-08,,1925-11-13,,,
McDonald1872,KQS,McDonald,Frederick Albert,Frederick,,,,,male,,1872,1926-04-01,Birth year is approximate. Death date is approximate. Believed murdered.,https://en.wikipedia.org/wiki/Frederick_McDonald,
McDougall1946,KK6,McDougall,Graeme Robert,Graeme,,,,,male,1946-11-21,,,,,
McDougall1867,KQT,McDougall,John Keith,John,,,,,male,1867-08-10,,1957-04-11,,,
McEacharn1852,KQU,McEacharn,Malcolm Donald,Malcolm,,,,Sir,male,1852-02-08,,1910-03-10,Election declared void on 10.3.1904. Contested by-election on 30.3.1904 but was defeated.,https://en.wikipedia.org/wiki/Malcolm_McEacharn,
McEwen1900,009MB,McEwen,John,John,,,Later Sir John,,male,1900-03-29,,1980-11-20,,,
McFarlane1944,83C,McFarlane,Jann Sonya,Jann,,,,,female,1944-05-22,,,,,
McGauran1955,XH4,McGauran,Peter John,Peter,,,,,male,1955-11-16,,,,,
McGowan1953,123674,McGowan,Catherine,Catherine,Cathy,,,,female,1953-11-29,,,,,
McGrath1873,KRD,McGrath,David Charles,David,,,,,male,1873-11-10,,1934-07-31,On appeal election declared void.,,
McGuren1909,KRF,McGuren,Francis William,Francis,Frank,,,,male,1909-10-15,,1990-06-13,,https://en.wikipedia.org/wiki/Frank_McGuren,
McHugh1934,ZH4,McHugh,Jeannette,Jeannette,,,,,female,1934-12-18,,,,,
McHugh1892,KRH,McHugh,Sydney,Sydney,,,,,male,1892-03-21,,1952-09-20,,https://en.wikipedia.org/wiki/Sydney_McHugh,
McIvor1900,KRK,McIvor,Hector James,Hector,,,,,male,1900-11-24,,1992-05-12,,,
McKenzie1933,232251,McKenzie,David Charles,David,,,,,male,1933-05-30,,,,,
McKew1953,BP4,McKew,Maxine Margaret,Maxine,,,,,female,1953-07-22,,,,,
McLachlan1936,HT4,McLachlan,Ian Murray,Ian,,,,,male,1936-10-02,,,,,
McLean1840,KRO,McLean,Allan,Allan,,,,,male,1840-02-03,,1911-07-13,,,
McLean1863,KRP,McLean,Francis Edward,Francis,,,,,male,,1863,1926-04-04,,,
McLean1944,KRR,McLean,Ross Malcolm,Ross,,,,,male,1944-06-30,,,,,
McLeay1893,KSC,McLeay,John,John,,,Later Sir John,,male,1893-11-19,,1982-06-22,,,
McLeay1922,KSB,McLeay,John Elden,John,,,,,male,1922-03-30,,2000-12-26,,,
McLeay1945,4I4,McLeay,Leo Boyce,Leo,,,,,male,1945-10-04,,,,,
McLeod1892,KSD,McLeod,Donald,Donald,,,,,male,1892-10-29,,1963-08-22,,,
McMahon1930,KSF,McMahon,James Leslie,James,,,,,male,1930-02-26,,2015-01-23,,,
McMahon1908,009MA,McMahon,William,William,,,Later Sir William,,male,1908-02-23,,1988-03-31,,,
McMillan1850,L2G,McMillan,William,William,,,,Sir,male,1850-11-14,,1926-12-21,,,
McMullan1947,5I4,McMullan,Robert Francis,Robert,,,,,male,1947-12-10,,,,,
McNamara1964,241589,McNamara,Karen Jane,Karen,,,,,female,1964-04-23,,,,,
McNeill1868,JT7,McNeill,John,John,,,,,male,,1868,1943-06-14,,,
McNeill1921,JT8,McNeill,Neil,Neil,,,,,male,1921-06-19,,2009-02-08,,,
McNicoll1877,JTB,McNicoll,Walter Ramsay,Walter,,,,,male,1877-05-27,,1947-12-24,,,
McTiernan1892,JUR,McTiernan,Edward Aloysius,Edward,,,,,male,1892-02-16,,1990-01-09,,,
McVeigh1930,JUS,McVeigh,Daniel Thomas,Daniel,Tom,,,,male,1930-05-07,,,,https://en.wikipedia.org/wiki/Tom_McVeigh,
McVeigh1965,125865,McVeigh,John Joseph,John,,,,,male,1965-05-13,,,,https://en.wikipedia.org/wiki/John_McVeigh_(politician),
McWilliams1860,JUV,McWilliams,William James,William,,,,,male,,1860,1929-10-22,,,
Macdonald-Paterson1844,KIQ,Macdonald-Paterson,Thomas,Thomas,,,,,male,1844-05-09,,1906-03-21,,,
Macfarlane1955,WN6,Macfarlane,Ian Elgin,Ian,,,,,male,1955-04-05,,,,https://en.wikipedia.org/wiki/Ian_Macfarlane_(politician),
Mack1933,AT4,Mack,Edward Carrington,Edward,,,,,male,1933-12-20,,,,,
Mackay1872,KIT,Mackay,George Hugh,George,,,,,male,1872-03-20,,1961-11-05,,,
Mackay1919,KIW,Mackay,Malcolm George,Malcolm,,,,,male,1919-12-29,,1999-07-08,,,
MacKellar1938,0I4,MacKellar,Michael John Randal,Michael,,,,,male,1938-10-27,,2015-05-09,,https://en.wikipedia.org/wiki/Michael_MacKellar,
MacKenzie1941,KKT,MacKenzie,Alexander John,Alexander,,,,,male,1941-08-29,,,,,
MacKinnon1903,KKU,MacKinnon,Ewen Daniel,Ewen,,,,,male,1903-02-11,,1983-06-07,,,
Macklin1953,PG6,Macklin,Jennifer Louise,Jennifer,Jenny,,,,female,1953-12-29,,,,,
Macphee1938,6I4,Macphee,Ian Malcolm,Ian,,,,,male,1938-07-13,,,,,
MacTiernan1953,L6P,MacTiernan,Alannah Joan Geraldine Cecilia,Alannah,,,,,female,1953-01-10,,,,,
Maher1936,GP4,Maher,Michael John,Michael,,,,,male,1936-07-11,,2013-09-29,,,
Mahon1857,KLB,Mahon,Hugh,Hugh,,,,,male,1857-01-06,,1931-08-28,,,
Mahoney1892,KLC,Mahoney,Gerald William,Gerald,,,,,male,1892-05-24,,1955-09-16,,,
Mahony1877,KLG,Mahony,William George,William,,,,,male,,1877,1962-08-28,,,
Maisey1915,KLJ,Maisey,Donald William,Donald,,,,,male,1915-05-06,,2005-04-20,,,
Makin1889,KLL,Makin,Norman John Oswald,Norman,,,,,male,1889-03-31,,1982-07-20,,,
Maloney1854,KLM,Maloney,William Robert Nuttall,William,,,,,male,1854-04-12,,1940-08-29,,,
Manifold1867,KMM,Manifold,James Chester,James,,,,,male,1867-02-10,,1918-10-23,,,
Mann1874,KMQ,Mann,Edward Alexander,Edward,,,,,male,1874-08-11,,1951-11-15,,,
Manning1872,KMS,Manning,Arthur Gibson,Arthur,,,,,male,,1872,1947-04-03,,,
Marek1964,LK6,Marek,Paul,Paul,,,,,male,1964-07-25,,,,,
Marino1954,HWP,Marino,Nola Bethwyn,Nola,,,,,female,1954-02-18,,,,,
Marks1875,KMU,Marks,Walter Moffitt,Walter,,,,,male,1875-06-06,,1951-03-31,,,
Markus1958,E07,Markus,Louise Elizabeth,Louise,,,,,female,1958-09-06,,,,,
Marles1967,HWQ,Marles,Richard Donald,Richard,,,,,male,1967-07-13,,,,,
Marr1880,KMW,Marr,Charles William Clanan,Charles,,,Later Sir Charles,,male,1880-03-23,,1960-10-20,,,
Martens1874,KMZ,Martens,George William,George,,,,,male,,1874,1949-08-23,,,
Martin1948,8I4,Martin,Stephen Paul,Stephen,,,,,male,1948-06-24,,,,,
Martin1920,KN9,Martin,Vincent Joseph,Vincent,,,,,male,1920-05-14,,2001-03-10,,,
Martyr1932,KNA,Martyr,John Raymond,John,,,,,male,1932-05-25,,,,,
Marwick1895,KNC,Marwick,Thomas William,Thomas,,,,,male,1895-04-29,,1960-04-03,,,
Massy-Greene1874,KNF,Massy-Greene,Walter,Walter,,,Also Walter Massy Green,,male,1874-11-06,,1952-11-16,,https://en.wikipedia.org/wiki/Walter_Massy-Greene,
Matheson1958,M2V,Matheson,Russell Glenn,Russell,,,,,male,1958-12-16,,,,,
Mathews1935,KOE,Mathews,Charles Race Thorson,Charles,,,,,male,1935-03-27,,,,,
Mathews1865,KNH,Mathews,James,James,,,,,male,,1865,1934-10-16,,,
Mauger1857,KNJ,Mauger,Samuel,Samuel,,,,,male,1857-11-12,,1936-06-26,,,
Maxwell1859,KNP,Maxwell,George Arnot,George,,,,,male,1859-04-30,,1935-06-25,,,
May1950,83B,May,Margaret Ann,Margaret,,,,,female,1950-06-30,,,,,
Mayer1932,KOH,Mayer,Helen,Helen,,,,,female,1932-09-07,,2008-02-07,,,
Melham1954,4T4,Melham,Daryl,Daryl,,,,,male,1954-11-26,,,,,
Menzies1894,N76,Menzies,Robert Gordon,Robert,,,Later Sir Robert,,male,1894-12-20,,1978-05-15,,,
Mildren1932,AI4,Mildren,John Barry,John,,,,,male,1932-10-20,,,,,
Miles1947,BI4,Miles,Christopher Gordon,Christopher,,,,,male,1947-08-21,,,,,
Millar1925,CI4,Millar,Percival Clarence,Percival,Clarrie,,,,male,1925-06-15,,2017-11-28,,https://en.wikipedia.org/wiki/Clarrie_Millar,
Milton1928,DI4,Milton,Peter,Peter,,,,,male,1928-09-22,,2009-08-08,,,
Minogue1893,JUX,Minogue,Daniel,Daniel,,,,,male,1893-07-18,,1983-01-07,,,
Mirabella1968,00AMU,Mirabella,Sophie,Sophie,,,Also Sophie Panopolous,,female,1968-10-27,,,,,
MitchellBrian1967,129164,Mitchell,Brian Keith,Brian,,,,,male,1967-07-16,,,,https://en.wikipedia.org/wiki/Brian_Mitchell_(politician),
MitchellRobert1967,129164,Mitchell,Robert George,Robert,,,,,male,1967-09-09,,,,,
Moloney1876,L4X,Moloney,Parker John,Parker,,,,,male,1876-08-12,,1961-05-08,,https://en.wikipedia.org/wiki/Parker_Moloney,
Monaghan1921,JV8,Monaghan,James Edward,James,,,,,male,1921-09-20,,2007-07-19,,,
Moore1936,EI4,Moore,John Colinton,John,,,,,male,1936-11-16,,,,,
Morgan1881,JV9,Morgan,Arthur Clinton,Arthur,,,,,male,,1881,1957-08-02,,,
Morgan1897,JVA,Morgan,Charles Albert Aaron,Charles,,,,,male,1897-01-27,,1967-11-27,,,
Morris1940,FI4,Morris,Allan Agapitos,Allan,,,,,male,1940-07-26,,,,,
Morris1932,HI4,Morris,Peter Frederick,Peter,,,,,male,1932-07-29,,,,,
Morrison1968,E3L,Morrison,Scott John,Scott,,,,,male,1968-05-13,,,,,
Morrison1928,009DB,Morrison,William Lawrence,William,Bill,,,,male,1928-11-03,,2013-02-15,,,
