ministry,ministry_number,ministry_party,ministry_title,uniqueID,ministry_name,ministry_from,ministry_to,ministry_assistant_minister_or_parliamentary_secretary,ministry_comment
Hawke,51,ALP,Minister for Community Services and Health,Howe1936,"Howe, BL",1990-04-04,1991-06-07,,
Hawke,51,ALP,"Minister for Health, Housing and Community Services",Howe1936,"Howe, BL",1991-06-07,1991-12-20,,
Hawke,51,ALP,Minister for Social Security,Richardson1949,"Richardson, Senator GF",1990-04-04,1991-12-20,,
Hawke,51,ALP,Minister for Defence,Ray1947,"Ray, Senator RF",1990-04-04,1991-12-20,,
Hawke,51,ALP,"Minister for Immigration, Local Government and Ethnic Affairs",Hand1942,"Hand, GL",1990-04-04,1991-12-20,,
Hawke,51,ALP,"Minister for the Arts, Sport, the Environment, Tourism and Territories",Kelly1948,"Kelly, RJ",1990-04-04,1991-12-20,,
Hawke,51,ALP,Minister for Industrial Relations,Cook1943,"Cook, Senator PFS",1990-04-04,1991-12-20,,
Hawke,51,ALP,Minister for Administrative Services,Bolkus1950,"Bolkus, Senator N",1990-04-04,1991-12-20,,
Hawke,51,ALP,Minister Assisting the Prime Minister for Commonwealth-State Relations,Keating1944,"Keating, PJ",1990-04-04,1991-06-03,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Commonwealth-State Relations,Howe1936,"Howe, BL",1991-06-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Multicultural Affairs,Hand1942,"Hand, GL",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Science,Crean1949,"Crean, SF",1990-04-04,1991-06-04,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Science,Free1943,"Free, RV",1991-06-07,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Social Justice,Howe1936,"Howe, BL",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for the Status of Women,Fatin1941,"Fatin, WF",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Public Service Matters,Cook1943,"Cook, Senator PFS",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Aboriginal Reconciliation,Tickner1951,"Tickner, RE",1991-02-20,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Prime Minister for Northern Australia,Collins1946,"Collins, Senator RL",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Parliamentary Secretary to the Prime Minister,Free1943,"Free, RV",1990-04-04,1991-06-04,1,
Hawke,51,ALP,Parliamentary Secretary to the Prime Minister,Price1945,"Price, LRS",1991-06-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Treasurer,Crean1949,"Crean, SF",1990-04-04,1991-06-04,1,
Hawke,51,ALP,Minister Assisting the Treasurer,Free1943,"Free, RV",1991-06-04,1991-12-20,1,
Hawke,51,ALP,Parliamentary Secretary to the Treasurer,McMullan1947,"McMullan, Senator RF",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Science and Technology,Crean1949,"Crean, SF",1990-04-04,1991-06-04,1,
Hawke,51,ALP,Minister for Science and Technology,Free1943,"Free, RV",1991-06-04,1991-12-20,1,
Hawke,51,ALP,Minister for Small Business and Customs,Beddall1948,"Beddall, DP",1990-04-04,1991-12-20,1,
Hawke,51,ALP,"Minister Assisting the Minister for Industry, Technology and Commerce",Blewett1933,"Blewett, N",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Trade Negotiations,Blewett1933,"Blewett, N",1990-04-04,1991-02-01,1,These offices were Cabinet portfolios.
Hawke,51,ALP,Minister for Trade and Overseas Development,Blewett1933,"Blewett, N",1991-02-01,1991-12-20,1,These offices were Cabinet portfolios.
Hawke,51,ALP,Minister for Justice and Consumer Affairs,Tate1945,"Tate, Senator MC",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Employment and Education Services,Baldwin1951,"Baldwin, PJ",1990-04-04,1990-05-07,1,
Hawke,51,ALP,Minister for Higher Education and Employment Services,Baldwin1951,"Baldwin, PJ",1990-05-07,1991-12-20,1,
Hawke,51,ALP,Minister for Aboriginal Affairs,Tickner1951,"Tickner, RE",1990-04-04,1991-12-19,1,
Hawke,51,ALP,Minister for Aboriginal and Torres Strait Islander Affairs,Tickner1951,"Tickner, RE",1991-12-19,1991-12-20,1,
Hawke,51,ALP,Minister for Shipping,Collins1946,"Collins, Senator RL",1990-04-04,1990-05-07,1,
Hawke,51,ALP,Minister for Shipping and Aviation Support,Collins1946,"Collins, Senator RL",1990-05-07,1991-12-20,1,
Hawke,51,ALP,Minister for Land Transport,Brown1933,"Brown, RJ",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Parliamentary Secretary to Minister for Transport and Communications,Snowdon1950,"Snowdon, WE",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Resources,Griffiths1952,"Griffiths, AG",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister Assisting the Minister for Primary Industries and Energy,Blewett1933,"Blewett, N",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Housing and Aged Care,Staples1947,"Staples, PR",1990-04-04,1990-05-07,1,
Hawke,51,ALP,"Minister for Aged, Family and Health Services",Staples1947,"Staples, PR",1990-05-07,1991-12-20,1,
Hawke,51,ALP,Minister for Veterans' Affairs,Humphreys1934,"Humphreys, BC",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Parliamentary Secretary to the Minister for Social Security,Sciacca1947,"Sciacca, CA",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Defence Science and Personnel,Bilney1939,"Bilney, GN",1990-04-04,1991-12-20,1,
Hawke,51,ALP,Minister for Local Government,Fatin1941,"Fatin, WF",1990-04-04,1991-12-20,1,
Hawke,51,ALP,"Minister for the Arts, Tourism and Territories",Simmons1947,"Simmons, DW",1990-04-04,1991-12-20,1,
Keating,52,ALP,Prime Minister,Keating1944,"Keating, PJ",1991-12-20,1993-03-24,,
Keating,52,ALP,Deputy Prime Minister,Howe1936,"Howe, BL",1991-12-20,1993-03-24,,
Keating,52,ALP,"Minister for Health, Housing and Community Services",Howe1936,"Howe, BL",1991-12-20,1993-03-24,,
Keating,52,ALP,Treasurer,Willis1938,"Willis, R",1991-12-20,1991-12-27,,
Keating,52,ALP,Treasurer,Dawkins1947,"Dawkins, JS",1991-12-27,1993-03-24,,
Keating,52,ALP,"Minister for Industry, Technology and Commerce",Button1932,"Button, Senator JN",1991-12-20,1993-03-24,,
Keating,52,ALP,Minister for Foreign Affairs and Trade,Evans1944,"Evans, Senator GJ",1991-12-20,1993-03-24,,
Keating,52,ALP,Minister for Finance,Beazley1948,"Beazley, KC",1991-12-20,1991-12-27,,
Keating,52,ALP,Minister for Finance,Willis1938,"Willis, R",1991-12-27,1993-03-24,,
Keating,52,ALP,Attorney-General,Duffy1938,"Duffy, MJ",1991-12-20,1993-03-24,,
Keating,52,ALP,"Minister for Employment, Education and Training",Dawkins1947,"Dawkins, JS",1991-12-20,1991-12-27,,
Keating,52,ALP,"Minister for Employment, Education and Training",Beazley1948,"Beazley, KC",1991-12-27,1993-03-24,,
Keating,52,ALP,Minister for Transport and Communications,Kerin1937,"Kerin, JC",1991-12-20,1991-12-27,,
Keating,52,ALP,Minister for Transport and Communications,Richardson1949,"Richardson, Senator GF",1991-12-27,1992-05-19,,
Keating,52,ALP,Minister for Transport and Communications,Collins1946,"Collins, Senator RL",1992-05-27,1993-03-24,,
Keating,52,ALP,Minister for Primary Industries and Energy,Crean1949,"Crean, SF",1991-12-20,1993-03-24,,
Keating,52,ALP,Minister for Social Security,Richardson1949,"Richardson, Senator GF",1991-12-20,1991-12-27,,
Keating,52,ALP,Minister for Social Security,Blewett1933,"Blewett, N",1991-12-27,1993-03-24,,
Keating,52,ALP,Vice-President of Executive Council,Richardson1949,"Richardson, Senator GF",1991-12-20,1992-05-18,,
Keating,52,ALP,Vice-President of Executive Council,Willis1938,"Willis, R",1992-05-27,1993-03-24,,
Keating,52,ALP,Minister for Defence,Ray1947,"Ray, Senator RF",1991-12-20,1993-03-24,,
Keating,52,ALP,"Minister for Immigration, Local Government and Ethnic Affairs",Hand1942,"Hand, GL",1991-12-20,1993-03-24,,
Keating,52,ALP,"Minister for the Arts, Sport, the Environment, Tourism and Territories",Kelly1948,"Kelly, RJ",1991-12-20,1991-12-27,,
Keating,52,ALP,"Minister for the Arts, Sport, the Environment and Territories",Kelly1948,"Kelly, RJ",1991-12-27,1993-03-24,,
Keating,52,ALP,Minister for Industrial Relations,Cook1943,"Cook, Senator PFS",1991-12-20,1993-03-24,,
Keating,52,ALP,Minister for Administrative Services,Bolkus1950,"Bolkus, Senator N",1991-12-20,1993-03-24,,
Keating,52,ALP,Minister for Tourism,Griffiths1952,"Griffiths, AG",1991-12-27,1993-03-24,,
Keating,52,ALP,Minister Assisting the Prime Minister for Commonwealth-State Relations,Howe1936,"Howe, BL",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister for Science,Free1943,"Free, RV",1991-12-20,1991-12-27,1,
Keating,52,ALP,Minister for Northern Australia,Collins1946,"Collins, Senator RL",1991-12-20,1992-05-27,1,
Keating,52,ALP,Minister for Northern Australia,Humphreys1934,"Humphreys, BC",1992-05-27,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister for Social Justice,Howe1936,"Howe, BL",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister for the Status of Women,Fatin1941,"Fatin, WF",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister for Public Service Matters,Cook1943,"Cook, Senator PFS",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister for Multicultural Affairs,Hand1942,"Hand, GL",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister for Aboriginal Reconciliation,Tickner1951,"Tickner, RE",1991-12-20,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Prime Minister,Price1945,"Price, LRS",1991-12-20,1991-12-27,1,
Keating,52,ALP,Parliamentary Secretary to the Prime Minister,Brereton1946,"Brereton, LJ",1991-12-27,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Prime Minister,Free1943,"Free, RV",1991-12-27,1993-03-24,1,
Keating,52,ALP,"Minister for Aged, Family and Health Services",Staples1947,"Staples, PR",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister for Veterans' Affairs,Humphreys1934,"Humphreys, BC",1991-12-20,1993-03-24,1,
Keating,52,ALP,"Parliamentary Secretary to the Minister for Health, Housing and Community Services",Johns1952,"Johns, GT",1991-12-27,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Treasurer,Free1943,"Free, RV",1991-12-20,1991-12-27,1,
Keating,52,ALP,Minister Assisting the Treasurer,Baldwin1951,"Baldwin, PJ",1991-12-27,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Treasurer,McMullan1947,"McMullan, Senator RF",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister for Science and Technology,Free1943,"Free, RV",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister for Small Business and Customs,Beddall1948,"Beddall, DP",1991-12-20,1991-12-27,1,
Keating,52,ALP,"Minister for Small Business, Construction and Customs",Beddall1948,"Beddall, DP",1991-12-27,1993-03-24,1,
Keating,52,ALP,"Minister Assisting the Minister for Industry, Technology and Commerce",Blewett1933,"Blewett, N",1991-12-27,1993-03-24,1,
Keating,52,ALP,Minister for Trade and Overseas Development,Blewett1933,"Blewett, N",1991-12-20,1991-12-27,1,This office was a Cabinet porfolio until 27.12.1991.
Keating,52,ALP,Minister for Trade and Overseas Development,Kerin1937,"Kerin, JC",1991-12-27,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Minister for Foreign Affairs and Trade,Martin1948,"Martin, SP",1991-12-27,1993-03-24,1,
Keating,52,ALP,Minister for Justice and Consumer Affairs,Tate1945,"Tate, Senator MC",1991-12-20,1992-05-27,1,
Keating,52,ALP,Minister for Justice,Tate1945,"Tate, Senator MC",1992-05-27,1993-03-24,1,
Keating,52,ALP,Minister for Consumer Affairs,McHugh1934,"McHugh, J",1992-05-27,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Attorney-General,Duncan1945,"Duncan, P",1991-12-27,1993-03-24,1,
Keating,52,ALP,Minister for Higher Education and Employment Services,Baldwin1951,"Baldwin, PJ",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister for Aboriginal and Torres Strait Islander Affairs,Tickner1951,"Tickner, RE",1991-12-20,1993-03-24,1,
Keating,52,ALP,"Parliamentary Secretary to the Minister for Employment, Education and Training",Snowdon1950,"Snowdon, WE",1992-05-27,1993-03-24,1,
Keating,52,ALP,Minister for Shipping and Aviation Support,Collins1946,"Collins, Senator RL",1991-12-20,1991-12-27,1,
Keating,52,ALP,Minister for Shipping and Aviation Support,Cook1943,"Cook, Senator PFS",1992-05-27,1993-03-24,1,
Keating,52,ALP,Minister for Shipping and Aviation,Collins1946,"Collins, Senator RL",1991-12-27,1992-05-27,1,
Keating,52,ALP,Minister for Land Transport,Brown1933,"Brown, RJ",1991-12-20,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Minister for Transport and Communications,Snowdon1950,"Snowdon, WE",1991-12-20,1992-05-27,1,
Keating,52,ALP,Minister for Resources,Griffiths1952,"Griffiths, AG",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Minister for Primary Industries and Energy,Blewett1933,"Blewett, N",1991-12-20,1991-12-27,1,
Keating,52,ALP,Minister for Family Support,Simmons1947,"Simmons, DW",1991-12-27,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Minister for Social Security,Sciacca1947,"Sciacca, CA",1991-12-20,1993-03-24,1,
Keating,52,ALP,Minister for Defence Science and Personnel,Bilney1939,"Bilney, GN",1991-12-20,1993-03-24,1,
Keating,52,ALP,Parliamentary Secretary to the Minister for Defence,Price1945,"Price, LRS",1991-12-27,1993-03-24,1,
Keating,52,ALP,Minister Assisting the Minister for Immigration,Tate1945,"Tate, Senator MJ",1992-05-27,1993-03-24,1,
Keating,52,ALP,Minister for Local Government,Fatin1941,"Fatin, WF",1991-12-20,1991-12-27,1,
Keating,52,ALP,Minister for Local Government,Simmons1947,"Simmons, DW",1991-12-27,1993-03-24,1,
Keating,52,ALP,"Minister for the Arts, Tourism and Territories",Simmons1947,"Simmons, DW",1991-12-20,1991-12-27,1,
Keating,52,ALP,Minister for the Arts and Territories,Fatin1941,"Fatin, WF",1991-12-27,1993-03-24,1,
Keating,53,ALP,Prime Minister,Keating1944,"Keating, PJ",1993-03-24,1996-03-11,,
Keating,53,ALP,Deputy Prime Minister,Howe1936,"Howe, BL",1993-03-24,1995-06-20,,
Keating,53,ALP,Deputy Prime Minister,Beazley1948,"Beazley, KC",1995-06-20,1996-03-11,,
Keating,53,ALP,"Minister for Housing, Local Government and Community Services",Howe1936,"Howe, BL",1993-03-24,1993-12-23,,
Keating,53,ALP,"Minister for Housing, Local Government and Human Services",Howe1936,"Howe, BL",1993-12-23,1994-03-25,,
Keating,53,ALP,Minister for Housing and Regional Development,Howe1936,"Howe, BL",1994-03-25,1996-03-11,,
Keating,53,ALP,Minister for Health,Richardson1949,"Richardson, Senator GF",1993-03-24,1994-03-25,,
Keating,53,ALP,Minister for Human Services and Health,Lawrence1948,"Lawrence, CM",1994-03-25,1996-03-11,,
Keating,53,ALP,Minister for Foreign Affairs,Evans1944,"Evans, Senator GJ",1993-03-24,1996-03-11,,
Keating,53,ALP,Minister for Trade,Cook1943,"Cook, Senator PFS",1993-03-24,1994-01-30,,
Keating,53,ALP,Minister for Trade,McMullan1947,"McMullan, Senator RF",1994-01-30,1996-03-11,,
Keating,53,ALP,Minister for Defence,Ray1947,"Ray, Senator RF",1993-03-24,1996-03-11,,
Keating,53,ALP,Treasurer,Dawkins1947,"Dawkins, JS",1993-03-24,1993-12-23,,
Keating,53,ALP,Treasurer,Willis1938,"Willis, R",1993-12-23,1996-03-11,,
Keating,53,ALP,Minister for Finance,Willis1938,"Willis, R",1993-03-24,1993-12-23,,
Keating,53,ALP,Minister for Finance,Beazley1948,"Beazley, KC",1993-12-23,1996-03-11,,
Keating,53,ALP,"Minister for Employment, Education and Training",Beazley1948,"Beazley, KC",1993-03-24,1993-12-23,,
Keating,53,ALP,"Minister for Employment, Education and Training",Crean1949,"Crean, SF",1993-12-23,1996-03-11,,
Keating,53,ALP,"Minister for the Environment, Sport and Territories",Richardson1949,"Richardson, Senator GF",1994-03-01,1994-03-25,,
Keating,53,ALP,"Minister for the Environment, Sport and Territories",Faulkner1954,"Faulkner, Senator JP",1994-03-25,1996-03-11,,
Keating,53,ALP,Minister for Immigration and Ethnic Affairs,Bolkus1950,"Bolkus, Senator N",1993-03-24,1996-03-11,,
Keating,53,ALP,Minister for Primary Industries and Energy,Crean1949,"Crean, SF",1993-03-24,1993-12-23,,
Keating,53,ALP,Minister for Primary Industries and Energy,Collins1946,"Collins, Senator RL",1993-12-23,1996-03-11,,
Keating,53,ALP,"Minister for Industry, Technology and Regional Development",Griffiths1952,"Griffiths, AG",1993-03-24,1994-01-23,,
Keating,53,ALP,"Minister for Industry, Technology and Regional Development",Cook1943,"Cook, Senator PFS",1994-01-30,1994-03-25,,
Keating,53,ALP,"Minister for Industry, Science and Technology",Cook1943,"Cook, Senator PFS",1994-03-25,1996-03-11,,
Keating,53,ALP,Minister for Transport and Communications,Collins1946,"Collins, Senator RL",1993-03-24,1993-12-23,,
Keating,53,ALP,Minister for Transport,Brereton1946,"Brereton, LJ",1993-12-23,1996-03-11,,
Keating,53,ALP,Minister for Communications,Lee1957,"Lee, MJ",1993-12-23,1994-01-30,,
Keating,53,ALP,Minister for Communications and the Arts,Lee1957,"Lee, MJ",1994-01-30,1996-03-11,,
Keating,53,ALP,Minister for Social Security,Baldwin1951,"Baldwin, PJ",1993-03-24,1996-03-11,,
Keating,53,ALP,Minister for the Arts and Administrative Services,McMullan1947,"McMullan, Senator RF",1993-03-24,1994-01-30,,
Keating,53,ALP,Minister for Administrative Services,McMullan1947,"McMullan, Senator RF",1994-01-30,1994-03-25,,
Keating,53,ALP,Minister for Administrative Services,Walker1942,"Walker, FJ",1994-03-25,1996-03-11,,
Keating,53,ALP,Minister for Industrial Relations,Brereton1946,"Brereton, LJ",1993-03-24,1996-03-11,,
Keating,53,ALP,Attorney-General,Kerr1952,"Kerr, DJC",1993-04-01,1993-04-27,,
Keating,53,ALP,Attorney-General,Lavarch1961,"Lavarch, MH",1993-04-27,1996-03-11,,
Keating,53,ALP,Minister for Tourism,Lee1957,"Lee, MJ",1993-03-24,1996-03-11,,
Keating,53,ALP,Special Minister of State,Walker1942,"Walker, FJ",1993-03-24,1996-03-11,1,
Keating,53,ALP,Vice-President of Executive Council,Walker1942,"Walker, FJ",1993-03-24,1994-03-25,1,
Keating,53,ALP,Vice-President of Executive Council,Johns1952,"Johns, GT",1994-03-25,1996-03-11,1,
Keating,53,ALP,Minister for Aboriginal and Torres Strait Islander Affairs,Tickner1951,"Tickner, RE",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister Assisting the Prime Minister for the Status of Women,Crowley1938,"Crowley, Senator RA",1993-03-24,1993-12-23,1,
Keating,53,ALP,Minister Assisting the Prime Minister for the Status of Women,Kelly1948,"Kelly, RJ",1993-12-23,1994-03-01,1,
Keating,53,ALP,Minister Assisting the Prime Minister for the Status of Women,Lawrence1948,"Lawrence, CM",1994-03-25,1996-03-11,1,
Keating,53,ALP,Minister Assisting the Prime Minister for Science,Schacht1946,"Schacht, Senator CC",1993-03-24,1994-03-25,1,
Keating,53,ALP,Minister Assisting the Prime Minister for Science,Cook1943,"Cook, Senator PFS",1994-03-25,1996-03-11,1,
Keating,53,ALP,Minister Assisting the Prime Minister for Public Service Matters,Brereton1946,"Brereton, LJ",1993-03-24,1993-12-23,1,
Keating,53,ALP,Minister Assisting the Prime Minister for Public Service Matters,Johns1952,"Johns, GT",1993-12-23,1996-03-11,1,
Keating,53,ALP,Minister Assisting the Prime Minister for Multicultural Affairs,Bolkus1950,"Bolkus, Senator N",1993-03-24,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Prime Minister,Theophanous1946,"Theophanous, AC",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister for Family Services,Crowley1938,"Crowley, Senator RA",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister for Veterans' Affairs,Faulkner1954,"Faulkner, Senator JP",1993-03-24,1994-03-25,1,
Keating,53,ALP,Minister for Veterans' Affairs,Sciacca1947,"Sciacca, CA",1994-03-25,1996-03-11,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for Housing, Local Government and Community Services",Theophanous1946,"Theophanous, AC",1993-03-24,1993-12-23,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for Housing, Local Government and Human Services",Theophanous1946,"Theophanous, AC",1993-12-23,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Housing and Regional Development,Crawford1947,"Crawford, MC",1994-03-25,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Health,Theophanous1946,"Theophanous, AC",1993-03-24,1994-03-25,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Human Services and Health,Theophanous1946,"Theophanous, AC",1994-03-25,1996-03-11,1,
Keating,53,ALP,Minister for Development Co-operation and Pacific Island Affairs,Bilney1939,"Bilney, GN",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister for Defence Science and Personnel,Faulkner1954,"Faulkner, Senator JP",1993-03-24,1994-03-25,1,
Keating,53,ALP,Minister for Defence Science and Personnel,Punch1957,"Punch, GF",1994-03-25,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Defence,Punch1957,"Punch, GF",1993-03-24,1994-03-25,1,
Keating,53,ALP,Assistant Treasurer,Gear1947,"Gear, G",1993-03-24,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Treasurer,Johns1952,"Johns, GT",1993-03-24,1993-12-23,1,
Keating,53,ALP,Parliamentary Secretary to the Treasurer,Elliott1954,"Elliott, RP",1993-12-23,1996-03-11,1,
Keating,53,ALP,"Minister for Schools, Vocational Education and Training",Free1943,"Free, RV",1993-03-24,1996-03-11,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for Employment, Education and Training",Snowdon1950,"Snowdon, WE",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister for Sport and Territories,Faulkner1954,"Faulkner, Senator JP",1994-03-01,1994-03-25,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for the Environment, Sport and Territories (Territories)",Snowdon1950,"Snowdon, WE",1993-04-14,1996-03-11,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for the Environment, Sport and Territories",Crosio1939,"Crosio, JA",1993-12-23,1994-03-25,1,
Keating,53,ALP,Minister for Resources,Lee1957,"Lee, MJ",1993-03-24,1993-12-23,1,
Keating,53,ALP,Minister for Resources,Beddall1948,"Beddall, DP",1993-12-23,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Primary Industries and Energy,Sherry1955,"Sherry, Senator NJ",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister for Science and Small Business,Schacht1946,"Schacht, Senator CC",1993-03-24,1994-03-25,1,
Keating,53,ALP,Minister for Science and Small Business,Schacht1946,"Schacht, Senator CC",1993-03-24,1994-03-25,1,
Keating,53,ALP,"Minister for Small Business, Customs and Construction",Schacht1946,"Schacht, Senator CC",1994-03-25,1996-03-11,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for Industry, Technology and Regional Development",Lindsay1942,"Lindsay, EJ",1993-03-24,1994-03-25,1,
Keating,53,ALP,"Parliamentary Secretary to the Minister for Industry, Science and Technology",Lindsay1942,"Lindsay, EJ",1994-03-25,1996-03-11,1,
Keating,53,ALP,Minister for Communications,Beddall1948,"Beddall, DP",1993-03-24,1993-12-23,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Transport and Communications,OKeefe1947,"O'Keefe, NP",1993-03-24,1993-12-23,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Transport,OKeefe1947,"O'Keefe, NP",1993-12-23,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Communications and the Arts,Elliott1954,"Elliott, RP",1994-06-07,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to Minister for Social Security,Sciacca1947,"Sciacca, CA",1993-03-24,1994-03-25,1,
Keating,53,ALP,Parliamentary Secretary to Minister for Social Security,Crosio1939,"Crosio, JA",1994-03-25,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for the Arts and Administrative Services,Crosio1939,"Crosio, JA",1993-03-24,1993-12-23,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for the Arts and Administrative Services,Sciacca1947,"Sciacca, CA",1993-12-23,1994-01-30,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Administrative Services,Sciacca1947,"Sciacca, CA",1994-01-30,1994-03-25,1,
Keating,53,ALP,Minister for Consumer Affairs,McHugh1934,"McHugh, J",1993-03-24,1996-03-11,1,
Keating,53,ALP,Minister for Justice,Kerr1952,"Kerr, DJC",1993-03-24,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Attorney-General,Duncan1945,"Duncan, P",1993-03-24,1996-03-11,1,
Keating,53,ALP,Parliamentary Secretary to the Minister for Tourism,Elliott1954,"Elliott, RP",1994-06-07,1996-03-11,1,
Howard,54,LIB-NPA Coalition,Prime Minister,Howard1939,"Howard, JW",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Deputy Prime Minister,Fischer1946,"Fischer, TA (NPA)",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Trade,Fischer1946,"Fischer, TA (NPA)",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Foreign Affairs,Downer1951,"Downer, AJG",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Treasurer,Costello1957,"Costello, PH",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Primary Industries and Energy,Anderson1956,"Anderson, JD (NPA)",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for the Environment,Hill1946,"Hill, Senator RM",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Communications and the Arts,Alston1941,"Alston, Senator RKR",1996-03-11,1997-10-09,,
Howard,54,LIB-NPA Coalition,"Minister for Communications, the Information Economy and the Arts",Alston1941,"Alston, Senator RKR",1997-10-09,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Industrial Relations,Reith1950,"Reith, PK",1996-03-11,1997-07-18,,
Howard,54,LIB-NPA Coalition,Minister for Workplace Relations and Small Business,Reith1950,"Reith, PK",1997-07-18,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Social Security,Newman1937,"Newman, Senator JM",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,"Minister for Industry, Science and Tourism",Moore1936,"Moore, JC",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Vice-President of Executive Council,Moore1936,"Moore, JC",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Defence,McLachlan1936,"McLachlan, IM",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Transport and Regional Development,Sharp1954,"Sharp, JR (NPA)",1996-03-11,1997-09-25,,
Howard,54,LIB-NPA Coalition,Minister for Transport and Regional Development,Vaile1956,"Vaile, MAJ (NPA)",1997-10-09,1998-10-21,,
